subdivision_code,local_num,name,abbrev,abbrev_source,kx_lexlabel,kx_abbrev_score,kx_abbrev_rule
BA,2922755,Nova Ibiá,NIB,1,nova.ibia,"",
BA,2922805,Nova Itarana,NOI,1,nova.itarana,"",
BA,2922854,Nova Redenção,NVC,1,nova.redencao,"",
BA,2922904,Nova Soure,NVO,1,nova.soure,"",
BA,2923001,Nova Viçosa,NVV,1,nova.vicosa,"",
BA,2923035,Novo Horizonte,NHZ,1,novo.horizonte,"",
BA,2923050,Novo Triunfo,NTF,1,novo.triunfo,"",
BA,2923100,Olindina,ONN,1,olindina,"",
BA,2923209,Oliveira dos Brejinhos,OJH,1,oliveira.brejinhos,"",
BA,2923308,Ouriçangas,OUG,1,ouricangas,"",
BA,2923357,Ourolândia,OUL,1,ourolandia,"",
BA,2923407,Palmas de Monte Alto,PSD,1,palmas.monte.alto,R,
BA,2923506,Palmeiras,PLE,1,palmeiras,"",
BA,2923605,Paramirim,PMI,1,paramirim,"",
BA,2923704,Paratinga,PRN,1,paratinga,"",
BA,2923803,Paripiranga,PGA,1,paripiranga,"",
BA,2923902,Pau Brasil,PSL,1,pau.brasil,"",
BA,2924009,Paulo Afonso,PAF,1,paulo.afonso,"",
BA,2924058,Pé de Serra,PPW,1,pe.serra,F,
BA,2924108,Pedrão,PEK,1,pedrao,F,
BA,2924207,Pedro Alexandre,,1,pedro.alexandre,"",
BA,2924306,Piatã,PYT,1,piata,F,
BA,2924405,Pilão Arcado,,1,pilao.arcado,"",
BA,2924504,Pindaí,PDY,1,pindai,F,
BA,2924603,Pindobaçu,PDC,1,pindobacu,"",
BA,2924652,Pintadas,,1,pintadas,"",
BA,2924678,Piraí do Norte,PDQ,1,pirai.norte,F,
BA,2924702,Piripá,PPK,1,piripa,F,
BA,2924801,Piritiba,PRI,1,piritiba,"",
BA,2924900,Planaltino,PLY,1,planaltino,F,
BA,2925006,Planalto,PNL,1,planalto,"",
BA,2925105,Poções,PCE,1,pocoes,"",
BA,2925204,Pojuca,PJC,1,pojuca,"",
BA,2925253,Ponto Novo,PNF,1,ponto.novo,F,
BA,2925303,Porto Seguro,PGU,1,porto.seguro,"",
BA,2925402,Potiraguá,POG,1,potiragua,"",
BA,2925501,Prado,PRD,1,prado,"",
BA,2925600,Presidente Dutra,PDN,1,presidente.dutra,"",
BA,2925709,Presidente Jânio Quadros,PJQ,1,presidente.janio.quadros,"",
BA,2925758,Presidente Tancredo Neves,PTQ,1,presidente.tancredo.neves,F,
BA,2925808,Queimadas,QES,1,queimadas,"",
BA,2925907,Quijingue,QJG,1,quijingue,"",
BA,2925931,Quixabeira,QXR,1,quixabeira,"",
BA,2925956,Rafael Jambeiro,RLO,1,rafael.jambeiro,"",
BA,2926004,Remanso,REM,1,remanso,"",
BA,2926103,Retirolândia,RRD,1,retirolandia,"",
BA,2926202,Riachão das Neves,RHV,1,riachao.neves,"",
BA,2926301,Riachão do Jacuípe,RJP,1,riachao.jacuipe,"",
BA,2926400,Riacho de Santana,RHS,1,riacho.santana,"",
BA,2926509,Ribeira do Amparo,RII,1,ribeira.amparo,"",
BA,2926608,Ribeira do Pombal,,1,ribeira.pombal,"",
BA,2926657,Ribeirão do Largo,RLR,1,ribeirao.largo,"",
BA,2926707,Rio de Contas,ROC,1,rio.contas,"",
BA,2926806,Rio do Antônio,RIT,1,rio.antonio,"",
BA,2926905,Rio do Pires,ROR,1,rio.pires,"",
BA,2927002,Rio Real,ROL,1,rio.real,"",
BA,2927101,Rodelas,RDE,1,rodelas,"",
BA,2927200,Ruy Barbosa,RYB,1,ruy.barbosa,"",
BA,2927309,Salinas da Margarida,SAD,1,salinas.margarida,"",
BA,2927408,Salvador,SDR,1,salvador,"",
BA,2927507,Santa Bárbara,SNB,1,santa.barbara,"",
BA,2927606,Santa Brígida,SGY,1,santa.brigida,F,
BA,2927705,Santa Cruz Cabrália,SZB,1,santa.cruz.cabralia,"",
BA,2927804,Santa Cruz da Vitória,SVT,1,santa.cruz.vitoria,"",
BA,2927903,Santa Inês,SAT,1,santa.ines,"",
BA,2928000,Santaluz,SUZ,1,santaluz,"",
BA,2928059,Santa Luzia,SUY,1,santa.luzia,F,
BA,2928109,Santa Maria da Vitória,SMV,1,santa.maria.vitoria,"",
BA,2928208,Santana,SNT,1,santana,"",
BA,2928307,Santanópolis,SXA,1,santanopolis,F,
BA,2928406,Santa Rita de Cássia,SRC,1,santa.rita.cassia,"",
BA,2928505,Santa Teresinha,SYN,1,santa.teresinha,F,
BA,2928604,Santo Amaro,SNA,1,santo.amaro,"",
BA,2928703,Santo Antônio de Jesus,,1,santo.antonio.jesus,"",
BA,2928802,Santo Estêvão,SEV,1,santo.estevao,"",
BA,2928901,São Desidério,SSR,1,sao.desiderio,"",
BA,2928950,São Domingos,SGQ,1,sao.domingos,F,
BA,2929008,São Félix,SFX,1,sao.felix,"",
BA,2929057,São Félix do Coribe,SFQ,1,sao.felix.coribe,F,
BA,2929107,São Felipe,SFE,1,sao.felipe,"",
BA,2929206,São Francisco do Conde,SFN,1,sao.francisco.conde,"",
BA,2929255,São Gabriel,SYK,1,sao.gabriel,F,
BA,2929305,São Gonçalo dos Campos,SGC,1,sao.goncalo.campos,"",
BA,2929354,São José da Vitória,,1,sao.jose.vitoria,"",
BA,2929370,São José do Jacuípe,SUJ,1,sao.jose.jacuipe,F,
BA,2929404,São Miguel das Matas,SYG,1,sao.miguel.matas,F,
BA,2929503,São Sebastião do Passé,SSE,1,sao.sebastiao.passe,"",
BA,2929602,Sapeaçu,SEU,1,sapeacu,"",
BA,2929701,Sátiro Dias,STK,1,satiro.dias,F,
BA,2929750,Saubara,SUF,1,saubara,F,
BA,2929800,Saúde,SUX,1,saude,F,
BA,2929909,Seabra,SEB,1,seabra,"",
BA,2930006,Sebastião Laranjeiras,SLJ,1,sebastiao.laranjeiras,"",
BA,2930105,Senhor do Bonfim,SBM,1,senhor.bonfim,"",
BA,2930154,Serra do Ramalho,SHF,1,serra.ramalho,F,
BA,2930204,Sento Sé,,1,sento.se,"",
BA,2930303,Serra Dourada,SDW,1,serra.dourada,F,
BA,2930402,Serra Preta,SXX,1,serra.preta,F,
BA,2930501,Serrinha,SEH,1,serrinha,"",
BA,2930600,Serrolândia,SEL,1,serrolandia,"",
BA,2930709,Simões Filho,SMF,1,simoes.filho,"",
BA,2930758,Sítio do Mato,,1,sitio.mato,"",
BA,2930766,Sítio do Quinto,SQI,1,sitio.quinto,"",
BA,2930774,Sobradinho,SHB,1,sobradinho,F,
BA,2930808,Souto Soares,SUT,1,souto.soares,"",
BA,2930907,Tabocas do Brejo Velho,TBV,1,tabocas.brejo.velho,"",
BA,2931004,Tanhaçu,THU,1,tanhacu,"",
BA,2931053,Tanque Novo,TQO,1,tanque.novo,"",
BA,2931103,Tanquinho,TQH,1,tanquinho,"",
BA,2931202,Taperoá,TOA,1,taperoa,"",
BA,2931301,Tapiramutá,TAP,1,tapiramuta,"",
BA,2931350,Teixeira de Freitas,TAF,1,teixeira.freitas,"",
BA,2931400,Teodoro Sampaio,,1,teodoro.sampaio,"",
BA,2931509,Teofilândia,TOF,1,teofilandia,"",
BA,2931608,Teolândia,TEN,1,teolandia,"",
BA,2931707,Terra Nova,TNV,1,terra.nova,"",
BA,2931806,Tremedal,TEL,1,tremedal,"",
BA,2931905,Tucano,TCN,1,tucano,"",
BA,2932002,Uauá,UAU,1,uaua,"",
BA,2932101,Ubaíra,UBR,1,ubaira,"",
BA,2932200,Ubaitaba,UIA,1,ubaitaba,"",
BA,2932309,Ubatã,UAT,1,ubata,"",
BA,2932408,Uibaí,UII,1,uibai,"",
BA,2932457,Umburanas,UMS,1,umburanas,"",
BA,2932507,Una,WNA,1,una,F,
BA,2932606,Urandi,UDI,1,urandi,"",
BA,2932705,Uruçuca,UUU,1,urucuca,"",
BA,2932804,Utinga,UTG,1,utinga,"",
BA,2932903,Valença,VEC,1,valenca,"",
BA,2933000,Valente,VLE,1,valente,"",
BA,2933059,Várzea da Roça,VDA,1,varzea.roca,R,
BA,2933109,Várzea do Poço,VZC,1,varzea.poco,"",
BA,2933158,Várzea Nova,VOA,1,varzea.nova,"",
BA,2933174,Varzedo,VZO,1,varzedo,"",
BA,2933208,Vera Cruz,VCZ,1,vera.cruz,"",
BA,2933257,Vereda,VEE,1,vereda,"",
BA,2933307,Vitória da Conquista,VCA,1,vitoria.conquista,"",
BA,2933406,Wagner,WGR,1,wagner,"",
BA,2933455,Wanderley,VNY,1,wanderley,F,
BA,2933505,Wenceslau Guimarães,WGS,1,wenceslau.guimaraes,"",
BA,2933604,Xique-Xique,XXQ,1,xique.xique,"",
BR,11,Rondônia,RO,1,rondonia,"",
BR,12,Acre,AC,1,acre,"",
BR,13,Amazonas,AM,1,amazonas,"",
BR,14,Roraima,RR,1,roraima,"",
BR,15,Pará,PA,1,para,"",
BR,16,Amapá,AP,1,amapa,"",
BR,17,Tocantins,TO,1,tocantins,"",
BR,21,Maranhão,MA,1,maranhao,"",
BR,22,Piauí,PI,1,piaui,"",
BR,23,Ceará,CE,1,ceara,"",
BR,24,Rio Grande do Norte,RN,1,rio.grande.norte,"",
BR,25,Paraíba,PB,1,paraiba,"",
BR,26,Pernambuco,PE,1,pernambuco,"",
BR,27,Alagoas,AL,1,alagoas,"",
BR,28,Sergipe,SE,1,sergipe,"",
BR,29,Bahia,BA,1,bahia,"",
BR,31,Minas Gerais,MG,1,minas.gerais,"",
BR,32,Espírito Santo,ES,1,espirito.santo,"",
BR,33,Rio de Janeiro,RJ,1,rio.janeiro,"",
BR,35,São Paulo,SP,1,sao.paulo,"",
BR,41,Paraná,PR,1,parana,"",
BR,42,Santa Catarina,SC,1,santa.catarina,"",
BR,43,Rio Grande do Sul,RS,1,rio.grande.sul,"",
BR,50,Mato Grosso do Sul,MS,1,mato.grosso.sul,"",
BR,51,Mato Grosso,MT,1,mato.grosso,"",
BR,52,Goiás,GO,1,goias,"",
BR,53,Distrito Federal,DF,1,distrito.federal,"",
CE,2300101,Abaiara,ABY,1,abaiara,F,
CE,2300150,Acarape,ACP,1,acarape,"",
CE,2300200,Acaraú,AAU,1,acarau,"",
CE,2300309,Acopiara,ACR,1,acopiara,"",
CE,2300408,Aiuaba,AIB,1,aiuaba,"",
CE,2300507,Alcântaras,ACX,1,alcantaras,F,
CE,2300606,Altaneira,,1,altaneira,"",
CE,2300705,Alto Santo,ATO,1,alto.santo,"",
CE,2300754,Amontada,AOW,1,amontada,F,
CE,2300804,Antonina do Norte,ANE,1,antonina.norte,"",
CE,2300903,Apuiarés,AUS,1,apuiares,"",
CE,2301000,Aquiraz,AQZ,1,aquiraz,"",
CE,2301109,Aracati,ACA,1,aracati,"",
CE,2301208,Aracoiaba,AAB,1,aracoiaba,"",
CE,2301257,Ararendá,,1,ararenda,"",
CE,2301307,Araripe,ARP,1,araripe,"",
CE,2301406,Aratuba,ATU,1,aratuba,"",
CE,2301505,Arneiroz,AEZ,1,arneiroz,"",
CE,2301604,Assaré,ASE,1,assare,"",
CE,2301703,Aurora,AUR,1,aurora,"",
CE,2301802,Baixio,BXO,1,baixio,"",
CE,2301851,Banabuiú,BIU,1,banabuiu,"",
CE,2301901,Barbalha,BBH,1,barbalha,"",
CE,2301950,Barreira,BRK,1,barreira,F,
CE,2302008,Barro,BAO,1,barro,"",
CE,2302057,Barroquinha,BQN,1,barroquinha,"",
CE,2302107,Baturité,BTT,1,baturite,"",
CE,2302206,Beberibe,BBB,1,beberibe,"",
CE,2302305,Bela Cruz,BCZ,1,bela.cruz,"",
CE,2302404,Boa Viagem,BVG,1,boa.viagem,"",
CE,2302503,Brejo Santo,BJS,1,brejo.santo,"",
CE,2302602,Camocim,CCM,1,camocim,"",
CE,2302701,Campos Sales,CMS,1,campos.sales,"",
CE,2302800,Canindé,CIE,1,caninde,"",
CE,2302909,Capistrano,CSR,1,capistrano,"",
CE,2303006,Caridade,CID,1,caridade,"",
CE,2303105,Cariré,CIW,1,carire,F,
CE,2303204,Caririaçu,CAC,1,caririacu,"",
CE,2303303,Cariús,CYS,1,carius,F,
CE,2303402,Carnaubal,CUB,1,carnaubal,"",
CE,2303501,Cascavel,CVL,1,cascavel,"",
CE,2303600,Catarina,CYN,1,catarina,F,
CE,2303659,Catunda,,1,catunda,"",
CE,2303709,Caucaia,CUC,1,caucaia,"",
CE,2303808,Cedro,CED,1,cedro,"",
CE,2303907,Chaval,CHA,1,chaval,"",
CE,2303931,Choró,,1,choro,"",
CE,2303956,Chorozinho,CZH,1,chorozinho,"",
CE,2304004,Coreaú,CEA,1,coreau,"",
CE,2304103,Crateús,CTS,1,crateus,"",
CE,2304202,Crato,CTO,1,crato,"",
CE,2304236,Croatá,COZ,1,croata,F,
CE,2304251,Cruz,CZW,1,cruz,F,
CE,2304269,Deputado Irapuan Pinheiro,,1,deputado.irapuan.pinheiro,"",
CE,2304277,Ererê,ERR,1,erere,"",
CE,2304285,Eusébio,ESB,1,eusebio,"",
CE,2304301,Farias Brito,FBO,1,farias.brito,"",
CE,2304350,Forquilha,FRQ,1,forquilha,"",
CE,2304400,Fortaleza,FLA,1,fortaleza,"",
CE,2304459,Fortim,,1,fortim,"",
CE,2304509,Frecheirinha,FHH,1,frecheirinha,"",
CE,2304608,General Sampaio,GNL,1,general.sampaio,"",
CE,2304657,Graça,GCA,1,graca,"",
CE,2304707,Granja,GNJ,1,granja,"",
CE,2304806,Granjeiro,GJO,1,granjeiro,"",
CE,2304905,Groaíras,GRO,1,groairas,"",
CE,2304954,Guaiúba,GBA,1,guaiuba,"",
CE,2305001,Guaraciaba do Norte,GRN,1,guaraciaba.norte,"",
CE,2305100,Guaramiranga,GAG,1,guaramiranga,"",
CE,2305209,Hidrolândia,HDA,1,hidrolandia,"",
CE,2305233,Horizonte,HZT,1,horizonte,"",
CE,2305266,Ibaretama,IBW,1,ibaretama,F,
CE,2305308,Ibiapina,INX,1,ibiapina,F,
CE,2305332,Ibicuitinga,ICN,1,ibicuitinga,"",
CE,2305357,Icapuí,ICP,1,icapui,"",
CE,2305407,Icó,ICO,1,ico,"",
CE,2305506,Iguatu,,1,iguatu,"",
CE,2305605,Independência,IDA,1,independencia,"",
CE,2305654,Ipaporanga,IPZ,1,ipaporanga,F,
CE,2305704,Ipaumirim,IMI,1,ipaumirim,"",
CE,2305803,Ipu,IPU,1,ipu,"",
CE,2305902,Ipueiras,IUE,1,ipueiras,"",
CE,2306009,Iracema,ICA,1,iracema,"",
CE,2306108,Irauçuba,ICB,1,iraucuba,"",
CE,2306207,Itaiçaba,IAX,1,itaicaba,F,
CE,2306256,Itaitinga,,1,itaitinga,"",
CE,2306306,Itapajé,,1,itapaje,"",
CE,2306405,Itapipoca,IOP,1,itapipoca,F,
CE,2306504,Itapiúna,ITN,1,itapiuna,"",
CE,2306553,Itarema,IMW,1,itarema,F,
CE,2306603,Itatira,ITK,1,itatira,F,
CE,2306702,Jaguaretama,JAG,1,jaguaretama,"",
CE,2306801,Jaguaribara,JGB,1,jaguaribara,"",
CE,2306900,Jaguaribe,JGE,1,jaguaribe,"",
CE,2307007,Jaguaruana,JGN,1,jaguaruana,"",
CE,2307106,Jardim,JDM,1,jardim,"",
CE,2307205,Jati,JAT,1,jati,"",
CE,2307254,Jijoca de Jericoacoara,,1,jijoca.jericoacoara,"",
CE,2307304,Juazeiro do Norte,JNE,1,juazeiro.norte,"",
CE,2307403,Jucás,JAS,1,jucas,"",
CE,2307502,Lavras da Mangabeira,LVM,1,lavras.mangabeira,"",
CE,2307601,Limoeiro do Norte,LNT,1,limoeiro.norte,"",
CE,2307635,Madalena,MDX,1,madalena,F,
CE,2307650,Maracanaú,MCW,1,maracanau,F,
CE,2307700,Maranguape,MUE,1,maranguape,"",
CE,2307809,Marco,MAC,1,marco,"",
CE,2307908,Martinópole,MOP,1,martinopole,"",
CE,2308005,Massapê,MSS,1,massape,"",
CE,2308104,Mauriti,MRT,1,mauriti,"",
CE,2308203,Meruoca,MEU,1,meruoca,"",
CE,2308302,Milagres,MGS,1,milagres,"",
CE,2308351,Milhã,MHW,1,milha,F,
CE,2308377,Miraíma,MIK,1,miraima,F,
CE,2308401,Missão Velha,MAH,1,missao.velha,"",
CE,2308500,Mombaça,MBC,1,mombaca,"",
CE,2308609,Monsenhor Tabosa,MHT,1,monsenhor.tabosa,"",
CE,2308708,Morada Nova,MVA,1,morada.nova,"",
CE,2308807,Moraújo,MUJ,1,moraujo,"",
CE,2308906,Morrinhos,MNH,1,morrinhos,"",
CE,2309003,Mucambo,MUM,1,mucambo,"",
CE,2309102,Mulungu,MUN,1,mulungu,"",
CE,2309201,Nova Olinda,NID,1,nova.olinda,"",
CE,2309300,Nova Russas,NRU,1,nova.russas,"",
CE,2309409,Novo Oriente,NOE,1,novo.oriente,"",
CE,2309458,Ocara,OCR,1,ocara,"",
CE,2309508,Orós,OOS,1,oros,"",
CE,2309607,Pacajus,PJS,1,pacajus,"",
CE,2309706,Pacatuba,PUB,1,pacatuba,"",
CE,2309805,Pacoti,PTY,1,pacoti,F,
CE,2309904,Pacujá,PUJ,1,pacuja,"",
CE,2310001,Palhano,PHN,1,palhano,"",
CE,2310100,Palmácia,PMC,1,palmacia,"",
CE,2310209,Paracuru,PUU,1,paracuru,"",
CE,2310258,Paraipaba,PWB,1,paraipaba,F,
CE,2310308,Parambu,PBU,1,parambu,"",
CE,2310407,Paramoti,POY,1,paramoti,F,
CE,2310506,Pedra Branca,PDB,1,pedra.branca,"",
CE,2310605,Penaforte,PFT,1,penaforte,"",
CE,2310704,Pentecoste,POE,1,pentecoste,"",
CE,2310803,Pereiro,PEO,1,pereiro,"",
CE,2310852,Pindoretama,PDJ,1,pindoretama,F,
CE,2310902,Piquet Carneiro,PQT,1,piquet.carneiro,"",
CE,2310951,Pires Ferreira,PSF,1,pires.ferreira,"",
CE,2311009,Poranga,PGX,1,poranga,F,
CE,2311108,Porteiras,PTX,1,porteiras,F,
CE,2311207,Potengi,PGY,1,potengi,F,
CE,2311231,Potiretama,PTZ,1,potiretama,F,
CE,2311264,Quiterianópolis,QTS,1,quiterianopolis,"",
CE,2311306,Quixadá,QXA,1,quixada,"",
CE,2311355,Quixelô,QXO,1,quixelo,"",
CE,2311405,Quixeramobim,QXM,1,quixeramobim,"",
CE,2311504,Quixeré,QXE,1,quixere,"",
CE,2311603,Redenção,RDC,1,redencao,"",
CE,2311702,Reriutaba,RRB,1,reriutaba,"",
CE,2311801,Russas,RUS,1,russas,"",
CE,2311900,Saboeiro,SOI,1,saboeiro,"",
CE,2311959,Salitre,SIQ,1,salitre,F,
CE,2312007,Santana do Acaraú,SAU,1,santana.acarau,"",
CE,2312106,Santana do Cariri,SCI,1,santana.cariri,"",
CE,2312205,Santa Quitéria,SNQ,1,santa.quiteria,"",
CE,2312304,São Benedito,SBN,1,sao.benedito,"",
CE,2312403,São Gonçalo do Amarante,SGA,1,sao.goncalo.amarante,"",
CE,2312502,São João do Jaguaribe,SUB,1,sao.joao.jaguaribe,"",
CE,2312601,São Luís do Curu,SRU,1,sao.luis.curu,"",
CE,2312700,Senador Pompeu,SPM,1,senador.pompeu,"",
CE,2312809,Senador Sá,SNR,1,senador.sa,"",
CE,2312908,Sobral,SOL,1,sobral,"",
CE,2313005,Solonópole,SOP,1,solonopole,"",
CE,2313104,Tabuleiro do Norte,TNT,1,tabuleiro.norte,"",
CE,2313203,Tamboril,TBL,1,tamboril,"",
CE,2313252,Tarrafas,TRR,1,tarrafas,"",
CE,2313302,Tauá,TUA,1,taua,"",
CE,2313351,Tejuçuoca,TJU,1,tejucuoca,"",
CE,2313401,Tianguá,TIG,1,tiangua,"",
CE,2313500,Trairi,TRY,1,trairi,F,
CE,2313559,Tururu,TUK,1,tururu,F,
CE,2313609,Ubajara,UBJ,1,ubajara,"",
CE,2313708,Umari,UMI,1,umari,"",
CE,2313757,Umirim,URM,1,umirim,"",
CE,2313807,Uruburetama,UUA,1,uruburetama,"",
CE,2313906,Uruoca,UUO,1,uruoca,"",
CE,2313955,Varjota,VJT,1,varjota,"",
CE,2314003,Várzea Alegre,VZG,1,varzea.alegre,"",
CE,2314102,Viçosa do Ceará,VCC,1,vicosa.ceara,"",
DF,5300108,Brasília,BSA,1,brasilia,"",
ES,3200102,Afonso Cláudio,AFC,3,afonso.claudio,B,
ES,3200136,Águia Branca,ABK,3,aguia.branca,F,
ES,3200169,Água Doce do Norte,AUE,3,agua.doce.norte,F,
ES,3200201,Alegre,ALR,3,alegre,B,
ES,3200300,Alfredo Chaves,AFH,3,alfredo.chaves,R,
ES,3200359,Alto Rio Novo,ARV,3,alto.rio.novo,B,
ES,3200409,Anchieta,AHE,3,anchieta,F,
ES,3200508,Apiacá,AAA,3,apiaca,B,
ES,3200607,Aracruz,ACZ,3,aracruz,B,
ES,3200706,Atílio Vivacqua,AVQ,3,atilio.vivacqua,B,
ES,3200805,Baixo Guandu,BXG,3,baixo.guandu,B,
ES,3200904,Barra de São Francisco,BDI,3,barra.sao.francisco,B,
ES,3201001,Boa Esperança,BAP,3,boa.esperanca,B,
ES,3201100,Bom Jesus do Norte,BSE,3,bom.jesus.norte,F,
ES,3201159,Brejetuba,BJU,1,brejetuba,B,
ES,3201209,Cachoeiro de Itapemirim,CIM,3,cachoeiro.itapemirim,F,
ES,3201308,Cariacica,CCA,3,cariacica,B,
ES,3201407,Castelo,CSE,3,castelo,B,
ES,3201506,Colatina,CNA,3,colatina,R,
ES,3201605,Conceição da Barra,CCB,3,conceicao.barra,R,
ES,3201704,Conceição do Castelo,CCT,3,conceicao.castelo,R,
ES,3201803,Divino de São Lourenço,DVD,3,divino.sao.lourenco,B,
ES,3201902,Domingos Martins,DGM,3,domingos.martins,B,
ES,3202009,Dores do Rio Preto,DRR,3,dores.rio.preto,B,
ES,3202108,Ecoporanga,ECG,3,ecoporanga,B,
ES,3202207,Fundão,FNO,3,fundao,F,
ES,3202256,Governador Lindenberg,GVL,1,governador.lindenberg,B,
ES,3202306,Guaçuí,GUU,3,guacui,B,
ES,3202405,Guarapari,GRI,3,guarapari,R,
ES,3202454,Ibatiba,IKA,3,ibatiba,F,
ES,3202504,Ibiraçu,IIU,3,ibiracu,R,
ES,3202553,Ibitirama,IIH,3,ibitirama,F,
ES,3202603,Iconha,IOH,3,iconha,B,
ES,3202652,Irupi,IRP,1,irupi,B,
ES,3202702,Itaguaçu,IGW,3,itaguacu,F,
ES,3202801,Itapemirim,IEM,3,itapemirim,F,
ES,3202900,Itarana,INW,3,itarana,F,
ES,3203007,Iúna,IUN,3,iuna,R,
ES,3203056,Jaguaré,JUE,3,jaguare,F,
ES,3203106,Jerônimo Monteiro,JOO,3,jeronimo.monteiro,F,
ES,3203130,João Neiva,JNV,3,joao.neiva,B,
ES,3203163,Laranja da Terra,LJT,3,laranja.terra,B,
ES,3203205,Linhares,LNS,3,linhares,B,
ES,3203304,Mantenópolis,MNP,3,mantenopolis,B,
ES,3203320,Marataízes,MIS,1,marataizes,B,
ES,3203346,Marechal Floriano,MFL,1,marechal.floriano,B,
ES,3203353,Marilândia,MRW,3,marilandia,F,
ES,3203403,Mimoso do Sul,MIL,3,mimoso.sul,F,
ES,3203502,Montanha,MOA,3,montanha,F,
ES,3203601,Mucurici,MUC,3,mucurici,F,
ES,3203700,Muniz Freire,MZF,3,muniz.freire,F,
ES,3203809,Muqui,MQI,3,muqui,B,
ES,3203908,Nova Venécia,NVI,3,nova.venecia,B,
ES,3204005,Pancas,PNC,3,pancas,B,
ES,3204054,Pedro Canário,PKO,3,pedro.canario,F,
ES,3204104,Pinheiros,PHR,3,pinheiros,F,
ES,3204203,Piúma,PMA,3,piuma,F,
ES,3204252,Ponto Belo,PBL,1,ponto.belo,F,
ES,3204302,Presidente Kennedy,PKN,3,presidente.kennedy,F,
ES,3204351,Rio Bananal,RIL,3,rio.bananal,F,
ES,3204401,Rio Novo do Sul,RNS,1,rio.novo.sul,B,
ES,3204500,Santa Leopoldina,SLY,3,santa.leopoldina,F,
ES,3204559,Santa Maria de Jetibá,SMJ,3,santa.maria.jetiba,B,
ES,3204609,Santa Teresa,STA,3,santa.teresa,B,
ES,3204658,São Domingos do Norte,SDN,1,sao.domingos.norte,R,
ES,3204708,São Gabriel da Palha,SLH,3,sao.gabriel.palha,R,
ES,3204807,São José do Calçado,SSD,3,sao.jose.calcado,B,
ES,3204906,São Mateus,SMT,3,sao.mateus,B,
ES,3204955,São Roque do Canaã,SRC,1,sao.roque.canaa,B,
ES,3205002,Serra,SEA,3,serra,B,
ES,3205010,Sooretama,STM,1,sooretama,B,
ES,3205036,Vargem Alta,VGT,3,vargem.alta,R,
ES,3205069,Venda Nova do Imigrante,VNI,3,venda.nova.imigrante,B,
ES,3205101,Viana,VIA,3,viana,B,
ES,3205150,Vila Pavão,VPV,3,vila.pavao,B,
ES,3205176,Vila Valério,VVL,1,vila.valerio,B,
ES,3205200,Vila Velha,VVA,3,vila.velha,R,
ES,3205309,Vitória,VTA,3,vitoria,B,
GO,5200050,Abadia de Goiás,,1,abadia.goias,"",
GO,5200100,Abadiânia,ABI,1,abadiania,"",
GO,5200134,Acreúna,AEU,1,acreuna,"",
GO,5200159,Adelândia,ADN,1,adelandia,"",
GO,5200175,Água Fria de Goiás,AAF,1,agua.fria.goias,"",
GO,5200209,Água Limpa,AUM,1,agua.limpa,"",
GO,5200258,Águas Lindas de Goiás,,1,aguas.lindas.goias,"",
GO,5200308,Alexânia,ALX,1,alexania,"",
GO,5200506,Aloândia,ADI,1,aloandia,"",
GO,5200555,Alto Horizonte,,1,alto.horizonte,"",
GO,5200605,Alto Paraíso de Goiás,APG,1,alto.paraiso.goias,"",
GO,5200803,Alvorada do Norte,AVN,1,alvorada.norte,"",
GO,5200829,Amaralina,,1,amaralina,"",
GO,5200852,Americano do Brasil,ADB,1,americano.brasil,R,
GO,5200902,Amorinópolis,AMI,1,amorinopolis,"",
GO,5201108,Anápolis,ANS,1,anapolis,"",
GO,5201207,Anhanguera,AHG,1,anhanguera,"",
GO,5201306,Anicuns,ANU,1,anicuns,"",
GO,5201405,Aparecida de Goiânia,ACG,1,aparecida.goiania,"",
GO,5201454,Aparecida do Rio Doce,,1,aparecida.rio.doce,"",
GO,5201504,Aporé,APY,1,apore,F,
GO,5201603,Araçu,ACW,1,aracu,F,
GO,5201702,Aragarças,AGR,1,aragarcas,"",
GO,5201801,Aragoiânia,AGK,1,aragoiania,F,
GO,5202155,Araguapaz,,1,araguapaz,"",
GO,5202353,Arenópolis,AOP,1,arenopolis,"",
GO,5202502,Aruanã,AUY,1,aruana,F,
GO,5202601,Aurilândia,AUL,1,aurilandia,"",
GO,5202809,Avelinópolis,AEN,1,avelinopolis,"",
GO,5203104,Baliza,BLZ,1,baliza,"",
GO,5203203,Barro Alto,,1,barro.alto,"",
GO,5203302,Bela Vista de Goiás,BGS,1,bela.vista.goias,"",
GO,5203401,Bom Jardim de Goiás,BOG,1,bom.jardim.goias,"",
GO,5203500,Bom Jesus de Goiás,BJE,1,bom.jesus.goias,"",
GO,5203559,Bonfinópolis,BNF,1,bonfinopolis,"",
GO,5203575,Bonópolis,,1,bonopolis,"",
GO,5203609,Brazabrantes,BZB,1,brazabrantes,"",
GO,5203807,Britânia,BIT,1,britania,"",
GO,5203906,Buriti Alegre,BUG,1,buriti.alegre,"",
GO,5203939,Buriti de Goiás,,1,buriti.goias,"",
GO,5203962,Buritinópolis,,1,buritinopolis,"",
GO,5204003,Cabeceiras,CXC,1,cabeceiras,F,
GO,5204102,Cachoeira Alta,CCL,1,cachoeira.alta,"",
GO,5204201,Cachoeira de Goiás,CXH,1,cachoeira.goias,F,
GO,5204250,Cachoeira Dourada,CXX,1,cachoeira.dourada,F,
